Id,Member,Date_Out,Date_In
875,MAEQ,01/03/2007,15/05/2007
333,PHQP,01/03/2007,29/05/2007
526,FAFN,02/03/2007,09/03/2007
796,PHIW,03/03/2007,15/03/2007
831,SSNA,03/03/2007,15/03/2007
778,MAVW,06/03/2007,28/03/2007
240,SSXO,16/03/2007,19/04/2007
243,BIBN,17/03/2007,11/06/2007
691,SSAM,17/03/2007,11/05/2007
463,CHVE,17/03/2007,20/04/2007
849,GEJJ,21/03/2007,20/05/2007
601,MAGP,25/03/2007,20/04/2007
217,FAWH,25/03/2007,30/04/2007
290,GEIO,31/03/2007,04/07/2007
247,CHBZ,02/04/2007,11/06/2007
66,COHD,09/04/2007,27/05/2007
521,CHQK,11/04/2007,24/05/2007
89,ENQJ,12/04/2007,27/04/2007
16,GEZP,18/04/2007,02/07/2007
0,ENUE,20/04/2007,08/05/2007
476,MABC,21/04/2007,01/05/2007
675,GEJG,25/04/2007,28/06/2007
153,SSOQ,25/04/2007,16/07/2007
580,GEPH,25/04/2007,18/07/2007
739,PHMR,27/04/2007,28/04/2007
939,SSLM,28/04/2007,18/06/2007
388,GEDA,28/04/2007,24/06/2007
199,FAZJ,28/04/2007,31/05/2007
533,ENOK,09/05/2007,26/06/2007
239,SSVT,18/05/2007,07/08/2007
539,MABW,22/05/2007,16/08/2007
584,SSJM,29/05/2007,07/07/2007
536,PHIW,31/05/2007,05/07/2007
612,GEAW,01/06/2007,20/07/2007
1002,PHQP,02/06/2007,10/08/2007
568,SSNA,02/06/2007,13/07/2007
107,BICP,06/06/2007,23/06/2007
965,CHZA,07/06/2007,02/09/2007
289,MAVW,16/06/2007,23/08/2007
783,GEMR,17/06/2007,16/07/2007
695,MALW,30/06/2007,10/07/2007
720,BIWZ,01/07/2007,20/08/2007
337,CHUA,03/07/2007,15/08/2007
137,COOZ,04/07/2007,10/07/2007
850,ENQJ,07/07/2007,22/09/2007
504,BIHX,10/07/2007,19/07/2007
797,SSQT,20/07/2007,03/08/2007
293,FAPU,22/07/2007,25/09/2007
767,BIHH,25/07/2007,14/10/2007
715,GEJJ,25/07/2007,21/09/2007
655,ENQV,29/07/2007,26/08/2007
282,GEDA,02/08/2007,02/09/2007
521,GEOD,02/08/2007,18/08/2007
594,ENBL,03/08/2007,01/11/2007
354,ENUE,06/08/2007,26/08/2007
516,FAFN,13/08/2007,30/10/2007
550,COVN,20/08/2007,26/10/2007
442,CHAZ,24/08/2007,29/10/2007
383,GEXP,27/08/2007,29/08/2007
705,CHCX,30/08/2007,08/11/2007
424,ENOK,31/08/2007,12/09/2007
83,MATD,01/09/2007,13/10/2007
209,SSPN,03/09/2007,22/11/2007
70,FAGC,15/09/2007,25/11/2007
610,ENUC,22/09/2007,21/12/2007
140,SSAM,23/09/2007,30/12/2007
588,COYX,27/09/2007,26/12/2007
150,PHMR,28/09/2007,30/11/2007
849,GEIO,29/09/2007,27/12/2007
473,SSKC,29/09/2007,25/10/2007
769,CHVR,30/09/2007,05/12/2007
672,ENHQ,30/09/2007,25/11/2007
310,CHUA,06/10/2007,13/10/2007
590,CORF,10/10/2007,29/10/2007
615,CHVE,12/10/2007,04/01/2008
733,FAOU,15/10/2007,27/11/2007
343,MADP,18/10/2007,22/12/2007
84,GEZP,22/10/2007,09/11/2007
870,BISI,27/10/2007,28/12/2007
275,GEAW,29/10/2007,04/12/2007
331,BIHX,29/10/2007,19/12/2007
763,GEFK,31/10/2007,05/11/2007
304,ENQV,03/11/2007,31/12/2007
592,MATD,03/11/2007,08/01/2008
297,MABW,07/11/2007,10/12/2007
63,GEPN,11/11/2007,16/02/2008
929,GEOL,12/11/2007,10/12/2007
314,MAHK,17/11/2007,19/11/2007
730,BICP,26/11/2007,14/02/2008
279,CORF,30/11/2007,18/12/2007
220,GEFK,30/11/2007,12/02/2008
539,FAUZ,01/12/2007,17/02/2008
327,SSOK,02/12/2007,16/02/2008
891,MABC,02/12/2007,18/02/2008
81,CHSA,03/12/2007,10/12/2007
103,GEXP,06/12/2007,28/12/2007
457,COVN,06/12/2007,29/02/2008
282,SSXO,10/12/2007,18/02/2008
203,ENUE,14/12/2007,04/01/2008
718,SSOQ,16/12/2007,10/02/2008
969,MALW,19/12/2007,09/01/2008
464,SSVD,19/12/2007,31/12/2007
296,CHVR,23/12/2007,04/01/2008
12,PHIW,23/12/2007,24/01/2008
564,COOZ,23/12/2007,10/03/2008
318,GEMR,24/12/2007,02/04/2008
752,GEJG,26/12/2007,28/01/2008
731,MAEQ,30/12/2007,20/02/2008
823,MAZY,06/01/2008,10/01/2008
983,FAIF,13/01/2008,10/02/2008
569,SSJM,19/01/2008,02/03/2008
233,SSQT,22/01/2008,03/04/2008
294,COHD,29/01/2008,06/04/2008
549,MAGP,30/01/2008,29/02/2008
862,CHAZ,01/02/2008,02/05/2008
228,BIWZ,05/02/2008,05/03/2008
573,SSVT,06/02/2008,12/03/2008
589,GEVK,10/02/2008,18/03/2008
335,SSLM,13/02/2008,06/05/2008
946,PHQP,16/02/2008,19/05/2008
342,ENHQ,17/02/2008,29/04/2008
598,FAGC,01/03/2008,07/03/2008
977,SSPN,02/03/2008,12/03/2008
721,MATD,02/03/2008,13/05/2008
114,SSKC,06/03/2008,04/06/2008
358,GEFK,07/03/2008,18/03/2008
875,GEPH,09/03/2008,16/05/2008
315,BICP,12/03/2008,20/06/2008
824,CHVE,17/03/2008,16/04/2008
552,FAVT,18/03/2008,21/04/2008
269,PHMR,24/03/2008,06/04/2008
824,FAWH,25/03/2008,19/05/2008
508,SSAM,27/03/2008,30/05/2008
572,CHCX,06/04/2008,21/05/2008
266,FAZJ,06/04/2008,13/07/2008
450,BIHX,08/04/2008,06/06/2008
575,BIBN,21/04/2008,20/05/2008
829,MAVW,29/04/2008,20/06/2008
603,FAOU,04/05/2008,23/07/2008
893,BIHH,07/05/2008,20/05/2008
35,COHD,07/05/2008,20/05/2008
509,GEAW,10/05/2008,12/06/2008
581,MADP,11/05/2008,03/06/2008
195,ENUC,14/05/2008,29/07/2008
732,ENUE,14/05/2008,06/07/2008
873,CHQK,16/05/2008,19/07/2008
749,CHBZ,21/05/2008,03/06/2008
664,GEDA,27/05/2008,27/07/2008
422,MABW,30/05/2008,13/08/2008
584,GEOD,04/06/2008,11/06/2008
921,GEXP,06/06/2008,22/08/2008
58,MAGP,09/06/2008,09/08/2008
511,SSNA,09/06/2008,15/06/2008
958,CHVR,12/06/2008,31/07/2008
119,GEIO,14/06/2008,18/07/2008
737,ENQV,23/06/2008,03/08/2008
520,MABC,25/06/2008,15/07/2008
142,GEJJ,04/07/2008,02/10/2008
485,MAHK,04/07/2008,07/07/2008
627,SSJM,06/07/2008,27/09/2008
712,SSLM,07/07/2008,20/09/2008
247,MAHK,12/07/2008,13/10/2008
447,ENOK,14/07/2008,23/08/2008
593,SSPN,18/07/2008,18/10/2008
950,CHSA,23/07/2008,22/08/2008
179,CHZA,23/07/2008,22/10/2008
754,ENQJ,24/07/2008,26/10/2008
562,SSVD,24/07/2008,10/10/2008
949,SSOQ,26/07/2008,25/08/2008
829,FAVT,26/07/2008,02/11/2008
445,BIHH,03/08/2008,18/08/2008
668,COYX,03/08/2008,09/08/2008
252,CORF,04/08/2008,30/08/2008
973,ENUC,04/08/2008,11/10/2008
749,CHVE,20/08/2008,12/10/2008
429,GEJG,04/09/2008,24/11/2008
117,FAPU,05/09/2008,08/11/2008
20,CHUA,05/09/2008,24/11/2008
119,FAUZ,17/09/2008,06/11/2008
433,GEZP,17/09/2008,22/12/2008
238,FAFN,19/09/2008,14/12/2008
420,BIHX,20/09/2008,08/10/2008
220,MAZY,22/09/2008,03/12/2008
409,GEMR,25/09/2008,20/11/2008
1003,MABC,27/09/2008,13/10/2008
186,MALW,28/09/2008,04/11/2008
565,FAIF,04/10/2008,12/12/2008
279,PHIW,11/10/2008,19/12/2008
576,ENUC,11/10/2008,12/12/2008
92,ENBL,14/10/2008,07/01/2009
206,SSXO,23/10/2008,19/12/2008
971,MABC,25/10/2008,31/10/2008
425,GEOL,03/11/2008,08/11/2008
778,MAEQ,08/11/2008,08/02/2009
68,CORF,09/11/2008,05/12/2008
343,FAVT,09/11/2008,08/12/2008
966,COVN,22/11/2008,09/02/2009
233,BISI,23/11/2008,15/01/2009
52,GEVK,26/11/2008,19/01/2009
784,SSOQ,27/11/2008,01/01/2009
700,SSVT,30/11/2008,22/12/2008
629,BIWZ,05/12/2008,20/01/2009
183,PHMR,08/12/2008,20/12/2008
68,SSJM,08/12/2008,17/02/2009
346,GEOL,10/12/2008,02/02/2009
423,SSVD,10/12/2008,01/01/2009
869,SSAM,18/12/2008,20/01/2009
232,FAZJ,20/12/2008,22/12/2008
139,BIBN,28/12/2008,27/03/2009
801,SSOK,29/12/2008,29/01/2009
946,FAWH,31/12/2008,13/02/2009
500,BIHH,01/01/2009,06/03/2009
126,FAGC,02/01/2009,03/01/2009
440,BIHX,05/01/2009,12/04/2009
369,FAPU,07/01/2009,07/04/2009
540,BICP,10/01/2009,14/03/2009
500,MABW,10/01/2009,22/02/2009
319,GEAW,11/01/2009,14/02/2009
84,COYX,11/01/2009,10/04/2009
385,COOZ,11/01/2009,09/03/2009
597,ENQJ,14/01/2009,10/04/2009
439,CORF,17/01/2009,22/04/2009
904,GEPN,20/01/2009,10/02/2009
1003,CHVR,06/02/2009,03/03/2009
196,CHUA,12/02/2009,25/04/2009
336,SSVD,14/02/2009,16/04/2009
181,PHIW,15/02/2009,27/02/2009
588,ENHQ,15/02/2009,19/05/2009
198,PHMR,16/02/2009,22/05/2009
687,GEXP,16/02/2009,10/03/2009
200,MATD,16/02/2009,13/05/2009
225,FAOU,22/02/2009,11/04/2009
309,MAHK,25/02/2009,09/05/2009
246,GEFK,03/03/2009,21/04/2009
295,CHZA,08/03/2009,20/05/2009
787,GEOD,08/03/2009,23/05/2009
616,CHVR,10/03/2009,18/06/2009
626,GEMR,13/03/2009,03/04/2009
879,CHAZ,13/03/2009,23/03/2009
760,CHQK,16/03/2009,19/04/2009
659,SSQT,19/03/2009,10/05/2009
537,GEJG,24/03/2009,24/05/2009
89,SSOK,24/03/2009,09/06/2009
554,CHCX,26/03/2009,29/03/2009
964,SSKC,30/03/2009,15/05/2009
522,SSOQ,30/03/2009,25/04/2009
644,SSLM,01/04/2009,10/07/2009
969,MABW,04/04/2009,09/05/2009
322,CHVE,09/04/2009,05/05/2009
993,SSJM,10/04/2009,14/06/2009
977,BICP,21/04/2009,01/06/2009
278,FAWH,22/04/2009,19/05/2009
526,MADP,22/04/2009,15/07/2009
637,SSAM,23/04/2009,10/07/2009
869,GEPH,27/04/2009,29/06/2009
517,PHQP,29/04/2009,27/07/2009
415,COHD,30/04/2009,09/05/2009
659,SSNA,08/05/2009,14/08/2009
840,COYX,17/05/2009,16/07/2009
513,ENUE,18/05/2009,16/06/2009
275,ENQV,23/05/2009,29/07/2009
565,GEJJ,26/05/2009,17/08/2009
914,ENUC,27/05/2009,26/07/2009
392,FAWH,31/05/2009,04/06/2009
52,CHBZ,31/05/2009,10/08/2009
661,COOZ,01/06/2009,05/07/2009
680,CHAZ,01/06/2009,18/06/2009
896,FAPU,05/06/2009,06/09/2009
812,PHIW,07/06/2009,20/06/2009
37,GEXP,10/06/2009,06/08/2009
24,MAVW,10/06/2009,18/09/2009
592,ENOK,14/06/2009,18/09/2009
465,FAFN,14/06/2009,24/08/2009
913,BIWZ,15/06/2009,09/08/2009
748,GEDA,28/06/2009,24/07/2009
484,CORF,29/06/2009,03/09/2009
172,FAZJ,01/07/2009,15/07/2009
331,GEPN,08/07/2009,01/08/2009
582,GEIO,11/07/2009,29/08/2009
383,MAGP,18/07/2009,12/09/2009
479,MALW,18/07/2009,24/09/2009
611,CHSA,27/07/2009,06/10/2009
581,ENUE,31/07/2009,11/10/2009
926,FAUZ,02/08/2009,24/09/2009
838,COYX,05/08/2009,23/08/2009
756,BICP,05/08/2009,20/08/2009
296,CHQK,17/08/2009,30/10/2009
806,ENQJ,22/08/2009,21/09/2009
881,GEJJ,25/08/2009,03/12/2009
656,SSPN,27/08/2009,23/10/2009
1,MABC,27/08/2009,20/10/2009
207,FAGC,04/09/2009,10/12/2009
144,CHCX,09/09/2009,03/10/2009
197,GEZP,09/09/2009,12/10/2009
354,GEMR,13/09/2009,10/10/2009
275,PHIW,13/09/2009,25/10/2009
799,ENHQ,16/09/2009,17/10/2009
583,PHMR,17/09/2009,21/12/2009
137,MABW,17/09/2009,26/10/2009
399,BIBN,21/09/2009,25/10/2009
562,COHD,27/09/2009,20/10/2009
233,SSQT,02/10/2009,23/12/2009
691,MAZY,11/10/2009,10/01/2010
334,COVN,14/10/2009,04/01/2010
471,FAOU,16/10/2009,18/12/2009
533,FAZJ,17/10/2009,01/11/2009
307,FAVT,21/10/2009,08/11/2009
354,SSXO,24/10/2009,15/12/2009
349,SSKC,24/10/2009,28/10/2009
916,CHVE,25/10/2009,29/12/2009
352,SSLM,04/11/2009,05/02/2010
764,BISI,14/11/2009,20/11/2009
744,SSVT,15/11/2009,20/11/2009
6,CORF,17/11/2009,06/02/2010
141,PHQP,19/11/2009,12/02/2010
613,FAIF,22/11/2009,01/02/2010
299,FAUZ,23/11/2009,20/02/2010
781,SSOK,29/11/2009,05/12/2009
822,MAHK,30/11/2009,10/12/2009
351,ENBL,03/12/2009,08/02/2010
745,CHVR,09/12/2009,18/03/2010
212,GEFK,10/12/2009,18/03/2010
297,FAVT,17/12/2009,06/03/2010
989,GEOL,29/12/2009,01/03/2010
799,BICP,29/12/2009,05/04/2010
999,GEVK,29/12/2009,26/01/2010
49,MAEQ,01/01/2010,06/01/2010
206,SSPN,05/01/2010,12/04/2010
148,ENUC,17/01/2010,07/04/2010
194,GEPN,20/01/2010,27/01/2010
881,BIHH,29/01/2010,05/05/2010
943,SSVD,05/02/2010,13/04/2010
891,GEAW,09/02/2010,17/03/2010
194,MATD,10/02/2010,04/03/2010
317,SSOQ,15/02/2010,29/03/2010
381,SSNA,17/02/2010,16/03/2010
442,CHBZ,21/02/2010,06/04/2010
257,SSJM,22/02/2010,03/04/2010
549,FAZJ,22/02/2010,16/04/2010
343,GEMR,23/02/2010,27/03/2010
154,COYX,26/02/2010,19/04/2010
822,GEOD,28/02/2010,23/03/2010
297,BIWZ,07/03/2010,09/04/2010
378,MATD,07/03/2010,02/04/2010
652,CHZA,08/03/2010,11/03/2010
719,COHD,08/03/2010,24/04/2010
246,FAGC,09/03/2010,04/04/2010
777,GEJG,10/03/2010,25/04/2010
891,MALW,10/03/2010,14/06/2010
816,MADP,16/03/2010,13/05/2010
624,GEPH,17/03/2010,06/04/2010
620,CHUA,18/03/2010,29/04/2010
674,BIHX,25/03/2010,17/05/2010
104,FAPU,26/03/2010,06/06/2010
695,CORF,02/04/2010,19/06/2010
571,SSLM,04/04/2010,15/06/2010
829,SSQT,13/04/2010,21/04/2010
895,GEAW,16/04/2010,22/04/2010
898,ENBL,18/04/2010,12/07/2010
275,SSOK,21/04/2010,17/06/2010
626,MAVW,22/04/2010,06/05/2010
916,FAWH,23/04/2010,09/06/2010
178,PHMR,25/04/2010,03/05/2010
488,COOZ,30/04/2010,13/06/2010
113,GEJG,06/05/2010,25/05/2010
145,CHAZ,13/05/2010,24/05/2010
125,ENQV,19/05/2010,20/05/2010
220,GEVK,05/06/2010,22/07/2010
634,BIBN,07/06/2010,01/09/2010
313,SSAM,09/06/2010,18/07/2010
835,SSKC,18/06/2010,01/08/2010
439,ENOK,19/06/2010,14/09/2010
564,GEXP,22/06/2010,06/07/2010
146,FAOU,22/06/2010,06/07/2010
473,MABW,23/06/2010,28/07/2010
206,CORF,26/06/2010,18/08/2010
548,ENUC,27/06/2010,03/09/2010
372,GEDA,09/07/2010,03/09/2010
290,MABC,12/07/2010,23/07/2010
955,COYX,17/07/2010,09/09/2010
265,GEIO,18/07/2010,23/07/2010
564,FAZJ,18/07/2010,03/08/2010
116,FAWH,21/07/2010,29/07/2010
498,SSVT,30/07/2010,14/10/2010
428,GEMR,31/07/2010,21/08/2010
292,GEXP,01/08/2010,01/10/2010
572,CHSA,02/08/2010,18/09/2010
588,SSJM,03/08/2010,28/08/2010
174,FAFN,06/08/2010,20/08/2010
60,CHCX,07/08/2010,23/08/2010
290,MADP,08/08/2010,03/11/2010
712,PHQP,10/08/2010,18/08/2010
229,BIHX,15/08/2010,22/11/2010
123,MAGP,19/08/2010,12/11/2010
842,CHBZ,21/08/2010,21/11/2010
720,ENUE,22/08/2010,02/10/2010
703,SSPN,26/08/2010,31/08/2010
7,BISI,27/08/2010,22/10/2010
899,GEZP,04/09/2010,23/11/2010
486,SSAM,07/09/2010,26/11/2010
713,ENQJ,10/09/2010,10/11/2010
294,GEMR,18/09/2010,25/09/2010
354,FAPU,21/09/2010,30/10/2010
106,ENHQ,23/09/2010,24/11/2010
651,SSVD,02/10/2010,30/10/2010
896,MABW,06/10/2010,20/10/2010
688,PHMR,07/10/2010,03/11/2010
337,GEPN,08/10/2010,10/01/2011
996,SSOQ,09/10/2010,08/11/2010
509,CHZA,16/10/2010,28/10/2010
399,BIHH,17/10/2010,16/12/2010
972,MATD,17/10/2010,19/11/2010
459,CHQK,18/10/2010,18/11/2010
175,ENOK,19/10/2010,23/01/2011
255,COYX,19/10/2010,21/11/2010
707,CHAZ,24/10/2010,03/12/2010
310,PHIW,25/10/2010,06/11/2010
842,FAIF,01/11/2010,06/01/2011
119,CHVE,03/11/2010,26/11/2010
217,FAGC,06/11/2010,10/12/2010
302,MAZY,06/11/2010,24/01/2011
716,GEPH,06/11/2010,19/12/2010
28,BIBN,07/11/2010,08/01/2011
105,GEJJ,14/11/2010,05/12/2010
806,BIWZ,16/11/2010,18/02/2011
751,SSNA,16/11/2010,03/12/2010
53,CHVR,19/11/2010,27/01/2011
682,BICP,23/11/2010,24/11/2010
216,MAGP,27/11/2010,05/03/2011
145,MAHK,27/11/2010,22/12/2010
53,CHQK,01/12/2010,25/01/2011
512,CHSA,02/12/2010,08/02/2011
320,CHZA,04/12/2010,24/02/2011
541,CHAZ,06/12/2010,05/02/2011
991,SSXO,07/12/2010,12/01/2011
401,ENBL,11/12/2010,16/02/2011
241,SSQT,12/12/2010,08/01/2011
756,GEOD,18/12/2010,26/02/2011
350,COYX,20/12/2010,17/03/2011
556,GEFK,21/12/2010,25/01/2011
350,COOZ,26/12/2010,27/01/2011
612,COVN,28/12/2010,04/01/2011
141,SSVD,31/12/2010,07/04/2011
289,MAEQ,03/01/2011,19/01/2011
148,GEOL,03/01/2011,08/04/2011
730,FAUZ,13/01/2011,08/04/2011
49,PHIW,18/01/2011,18/02/2011
67,SSJM,18/01/2011,27/03/2011
53,MALW,21/01/2011,09/02/2011
821,FAIF,21/01/2011,01/02/2011
95,CHVE,25/01/2011,17/02/2011
118,SSNA,27/01/2011,15/02/2011
667,ENQV,28/01/2011,05/02/2011
145,COHD,01/02/2011,16/03/2011
302,FAOU,04/02/2011,05/03/2011
904,MAHK,06/02/2011,24/04/2011
205,GEAW,07/02/2011,18/02/2011
981,SSAM,07/02/2011,13/03/2011
875,CHUA,07/02/2011,17/04/2011
390,FAVT,08/02/2011,21/02/2011
451,GEJJ,14/02/2011,25/04/2011
408,SSOK,17/02/2011,29/03/2011
968,GEDA,18/02/2011,16/04/2011
550,GEIO,14/03/2011,13/04/2011
381,SSQT,25/03/2011,11/04/2011
690,MATD,01/04/2011,22/06/2011
274,GEJG,04/04/2011,27/05/2011
390,GEVK,11/04/2011,16/07/2011
555,SSJM,18/04/2011,16/06/2011
231,ENQJ,19/04/2011,07/07/2011
948,FAZJ,20/04/2011,14/06/2011
918,CHAZ,29/04/2011,24/06/2011
169,MAVW,01/05/2011,07/06/2011
819,CHVR,05/05/2011,23/05/2011
607,CHSA,08/05/2011,05/08/2011
439,MABC,12/05/2011,01/07/2011
1003,ENBL,13/05/2011,23/06/2011
162,CORF,16/05/2011,31/05/2011
425,PHIW,17/05/2011,02/06/2011
1000,GEXP,19/05/2011,10/07/2011
77,CHCX,20/05/2011,20/08/2011
722,SSVT,22/05/2011,02/08/2011
286,SSLM,01/06/2011,16/07/2011
196,SSXO,08/06/2011,17/07/2011
703,FAWH,08/06/2011,28/07/2011
968,FAUZ,11/06/2011,07/09/2011
895,SSKC,19/06/2011,26/08/2011
724,COVN,26/06/2011,30/06/2011
303,BIWZ,27/06/2011,03/08/2011
891,FAFN,02/07/2011,06/08/2011
526,SSAM,03/07/2011,23/08/2011
863,FAGC,05/07/2011,18/08/2011
672,COYX,05/07/2011,23/09/2011
198,MAZY,15/07/2011,11/09/2011
907,FAPU,23/07/2011,08/09/2011
973,BIHX,26/07/2011,27/10/2011
93,GEMR,31/07/2011,26/10/2011
917,SSJM,01/08/2011,01/10/2011
686,PHMR,06/08/2011,07/11/2011
919,GEJJ,09/08/2011,18/08/2011
283,SSNA,11/08/2011,13/10/2011
653,ENBL,13/08/2011,18/11/2011
343,PHQP,13/08/2011,01/11/2011
421,SSQT,17/08/2011,09/11/2011
455,MABW,21/08/2011,30/10/2011
912,SSPN,24/08/2011,08/11/2011
45,FAFN,24/08/2011,18/10/2011
499,FAOU,24/08/2011,01/10/2011
869,ENUC,28/08/2011,26/10/2011
870,ENUE,29/08/2011,01/11/2011
908,BIBN,03/09/2011,16/09/2011
165,GEXP,09/09/2011,06/11/2011
686,GEDA,11/09/2011,27/09/2011
946,GEZP,11/09/2011,09/11/2011
518,GEVK,15/09/2011,14/11/2011
969,MADP,15/09/2011,23/11/2011
351,BISI,20/09/2011,27/12/2011
518,ENQV,04/10/2011,14/10/2011
527,SSOQ,04/10/2011,07/10/2011
408,COHD,04/10/2011,27/12/2011
16,BICP,05/10/2011,06/01/2012
340,BIHH,06/10/2011,16/10/2011
878,COOZ,15/10/2011,01/11/2011
149,GEJJ,22/10/2011,01/01/2012
504,FAOU,23/10/2011,21/11/2011
223,SSNA,03/11/2011,01/01/2012
426,GEMR,05/11/2011,21/12/2011
146,CHCX,06/11/2011,07/11/2011
608,FAIF,06/11/2011,27/11/2011
510,CHBZ,06/11/2011,09/12/2011
29,GEOD,07/11/2011,24/01/2012
881,SSLM,08/11/2011,28/01/2012
949,MAGP,09/11/2011,19/11/2011
646,GEFK,14/11/2011,12/12/2011
792,CHUA,15/11/2011,24/01/2012
708,GEPN,16/11/2011,23/02/2012
456,GEPH,19/11/2011,28/12/2011
851,SSPN,20/11/2011,31/01/2012
113,ENHQ,24/11/2011,28/11/2011
371,ENQJ,25/11/2011,29/11/2011
396,CHZA,30/11/2011,04/01/2012
574,SSOK,01/12/2011,24/12/2011
554,MALW,02/12/2011,28/01/2012
32,ENOK,03/12/2011,06/02/2012
319,CHCX,03/12/2011,21/01/2012
340,CHVE,03/12/2011,04/12/2011
353,COYX,08/12/2011,19/12/2011
490,CHVR,09/12/2011,12/03/2012
670,GEAW,14/12/2011,16/03/2012
74,ENBL,18/12/2011,08/03/2012
814,GEVK,20/12/2011,01/03/2012
698,SSVT,22/12/2011,29/03/2012
470,FAPU,23/12/2011,18/01/2012
507,CHQK,28/12/2011,06/04/2012
694,SSKC,29/12/2011,23/01/2012
938,GEOL,02/01/2012,08/01/2012
681,MATD,09/01/2012,20/03/2012
47,FAGC,10/01/2012,10/02/2012
196,GEIO,11/01/2012,26/02/2012
226,MAEQ,13/01/2012,14/02/2012
245,ENHQ,13/01/2012,24/01/2012
125,FAVT,14/01/2012,17/02/2012
416,ENQJ,15/01/2012,05/02/2012
42,SSAM,15/01/2012,01/02/2012
485,GEXP,18/01/2012,22/04/2012
959,MABC,21/01/2012,13/03/2012
209,GEMR,22/01/2012,26/02/2012
22,CHVE,22/01/2012,27/01/2012
764,GEPH,30/01/2012,30/03/2012
645,SSVD,06/02/2012,16/04/2012
305,SSXO,09/02/2012,03/05/2012
637,FAZJ,09/02/2012,21/03/2012
642,FAGC,23/02/2012,05/03/2012
711,FAWH,03/03/2012,21/04/2012
482,SSJM,09/03/2012,18/04/2012
216,MAHK,09/03/2012,12/05/2012
145,BIHH,29/03/2012,25/05/2012
653,MAVW,08/04/2012,08/07/2012
138,CHCX,11/04/2012,07/07/2012
109,GEZP,12/04/2012,10/06/2012
404,MAZY,14/04/2012,01/07/2012
605,GEPH,14/04/2012,24/04/2012
784,CHVR,17/04/2012,08/07/2012
543,BIWZ,20/04/2012,06/05/2012
412,MADP,23/04/2012,04/05/2012
898,ENOK,28/04/2012,05/08/2012
552,ENHQ,30/04/2012,12/07/2012
104,GEJJ,02/05/2012,01/06/2012
118,PHIW,03/05/2012,18/06/2012
770,COOZ,07/05/2012,03/08/2012
183,GEPN,07/05/2012,25/07/2012
468,ENQJ,10/05/2012,05/07/2012
681,CHSA,10/05/2012,03/07/2012
447,CORF,12/05/2012,03/08/2012
106,GEMR,15/05/2012,25/06/2012
75,ENBL,17/05/2012,31/05/2012
319,GEJG,25/05/2012,30/05/2012
632,CHAZ,30/05/2012,19/08/2012
984,SSNA,09/06/2012,02/07/2012
304,GEIO,11/06/2012,05/08/2012
450,COHD,19/06/2012,06/07/2012
145,FAOU,22/06/2012,10/07/2012
958,COVN,26/06/2012,29/07/2012
19,SSOQ,02/07/2012,12/09/2012
239,ENUE,03/07/2012,03/08/2012
475,FAIF,06/07/2012,27/07/2012
270,MABC,08/07/2012,18/08/2012
478,MAZY,16/07/2012,12/09/2012
166,PHQP,17/07/2012,23/09/2012
212,FAFN,19/07/2012,30/07/2012
638,ENQV,21/07/2012,14/08/2012
862,CHZA,24/07/2012,24/09/2012
875,CHBZ,24/07/2012,26/09/2012
924,SSQT,28/07/2012,15/08/2012
337,FAUZ,29/07/2012,03/11/2012
53,MABW,30/07/2012,06/08/2012
107,CHVE,01/08/2012,09/09/2012
48,GEAW,02/08/2012,12/10/2012
988,GEOL,04/08/2012,09/09/2012
481,BIBN,06/08/2012,12/09/2012
979,SSKC,13/08/2012,07/11/2012
17,SSOK,18/08/2012,15/09/2012
236,COVN,27/08/2012,05/09/2012
416,GEDA,01/09/2012,10/11/2012
184,MATD,02/09/2012,12/09/2012
128,BIHX,05/09/2012,09/10/2012
75,GEMR,11/09/2012,14/09/2012
606,GEPH,11/09/2012,16/11/2012
561,GEJG,14/09/2012,23/09/2012
777,ENOK,17/09/2012,19/11/2012
11,ENBL,17/09/2012,13/10/2012
960,ENUC,21/09/2012,26/09/2012
221,CHUA,23/09/2012,04/11/2012
735,GEOL,24/09/2012,30/10/2012
879,GEOD,30/09/2012,16/12/2012
421,MADP,03/10/2012,22/12/2012
37,MALW,04/10/2012,03/01/2013
127,COYX,05/10/2012,01/01/2013
977,FAPU,07/10/2012,18/11/2012
4,BIWZ,09/10/2012,25/12/2012
930,FAVT,10/10/2012,04/12/2012
450,GEFK,17/10/2012,22/11/2012
951,SSOQ,24/10/2012,30/10/2012
631,SSQT,25/10/2012,28/12/2012
836,CORF,26/10/2012,12/01/2013
940,PHMR,28/10/2012,14/01/2013
546,BICP,31/10/2012,01/11/2012
299,SSNA,08/11/2012,04/12/2012
742,SSVT,14/11/2012,27/11/2012
629,GEZP,16/11/2012,19/11/2012
514,MAGP,17/11/2012,23/12/2012
641,GEFK,23/11/2012,31/01/2013
665,SSLM,28/11/2012,03/01/2013
166,CHVR,29/11/2012,23/01/2013
835,MAZY,01/12/2012,03/12/2012
486,CHSA,08/12/2012,27/02/2013
470,SSAM,13/12/2012,09/02/2013
593,BISI,13/12/2012,01/03/2013
27,GEPH,14/12/2012,25/02/2013
435,CHAZ,16/12/2012,07/03/2013
273,SSJM,18/12/2012,04/02/2013
161,MAHK,22/12/2012,26/01/2013
172,CHBZ,04/01/2013,27/03/2013
213,BIHH,05/01/2013,29/01/2013
446,GEVK,07/01/2013,28/02/2013
792,ENHQ,07/01/2013,26/03/2013
